index	sentence
1712	No movement , no yuks , not much of anything .
1713	` Dragonfly ' is a movie about a bus wreck that turns into a film wreck .
1714	Thirty years ago , it would have been groundbreaking .
1715	Now it 's just tired .
1716	Heavy-handed exercise in time-vaulting literary pretension .
1717	The movie is too cute to take itself too seriously , but it still feels like it was made by some very stoned college students .
1718	A thinly veiled excuse for Wilson to play his self-deprecating act against Murphy 's well-honed prima donna shtick .
1719	A minor picture with a major identity crisis -- it 's sort of true and it 's sort of bogus and it 's ho-hum all the way through .
1720	The movie succumbs to being nothing more than a formulaic chase in the dark .
1721	Plays as hollow catharsis , with lots of tears but very little in the way of insights .
1722	It will come as no surprise that the movie is n't scary .
1723	But here 's the real damn : It is n't funny , either .
1724	Quick : who wants to see a comedy about shoddy airport security ?
1725	The reason I found myself finally unmoved by this film , which is immaculately produced and has serious things to say , is that it comes across rather too plainly as allegory .
1726	What you get with Empire is a movie you 've seen many times before , repackaged as new material because there is a Latino in the lead .
1727	Cho 's fans are sure to be entertained ; it 's only fair in the interest of full disclosure to say that -- on the basis of this film alone -- I 'm not one of them .
1728	Looks awfully like one long tourist spot for a Mississippi that may never have existed outside of a scriptwriter 's imagination .
1729	The period -- swinging London in the time of the mods and the rockers -- gets the once-over once again in Gangster No. 1 , but falls apart long before the end .
1730	High Crimes miscasts nearly every leading character .
1731	The overall feel of the film is pretty cheesy , but there 's still a real sense that the Star Trek tradition has been honored as best it can , given the embarrassing script and weak direction .
1732	De Niro looks bored , Murphy recycles Murphy , and you mentally add Showtime to the pile of Hollywood dreck that represents nothing more than the art of the deal .
1733	I did n't believe for a moment in these villains or their plot .
1734	Another rent installment for the Ian Fleming estate .
1735	With Danilo Donati 's witty designs and Dante Spinotti 's luscious cinematography , this might have made a decent children 's movie -- if only Benigni had n't insisted on casting himself in the title role .
1736	So lazy and slipshod it confuses the mere flashing of kinky soft-core imagery with naughty fun .
1737	Though it draws several decent laughs , it 's low-cal Woody at best .
1738	Has little on its mind aside from scoring points with drag gags .
1739	Well-shot but badly written tale set in a future ravaged by dragons .
1740	Sadly , Hewitt 's forte is leaning forward while wearing low-cut gowns , not making snappy comebacks .
1741	If Melville is creatively a great whale , this film is canned tuna .
1742	This film is so slick , superficial and trend-hoppy , that it 's easy to imagine that a new software program spit out the screenplay .
1743	Just one more collection of penis , breast and flatulence gags in search of a story .
1744	Or a profit .
1745	Or some damn thing .
1746	The acting is stiff , the story lacks all trace of wit , the sets look like they were borrowed from Gilligan 's Island -- and the CGI Scooby might well be the worst special-effects creation of the year .
1747	Enough trivializes an important crisis , reduces it to an almost comic embarrassment .
1748	The makers have forsaken the entertaining elements of the original and , instead , rehash old jokes and leave any life at the doorstep .
1749	I like Frank the Pug , though .
1750	A restrained Ribisi convinces as an Italian , though if ever a movie needed one of the actor 's whiny jags to pump it up , this has to be among the rare ones .
1751	Gee , a second assassin shot Kennedy ?
1752	Moot point .
1753	A hysterical yet humorless disquisition on the thin line between sucking face and literally sucking face .
1754	Needless to say , the dramatics that follow are utter hooey .
1755	The problem is that rather than dramatizing this premise , Mr. Desplechin is content to state it .
1756	Madonna still ca n't act a lick .
1757	Even the imaginative gore ca n't hide the musty scent of Todd Farmer 's screenplay , which is a simple retread of the 1979 Alien , with a plucky heroine battling a monster loose in a spaceship .
1758	If you pitch your expectations at an all time low , you could do worse than this oddly cheerful -- but not particularly funny -- body-switching farce .
1759	The episodic film makes valid points about the depersonalization of modern life .
1760	But the characters tend to be cliches whose lives are never fully explored .
1761	Serry does a fine job of capturing the climate of the times and , perhaps unwittingly , relating it to what is happening in America in 2002 .
1762	But hard-to-believe plot twists force the movie off track in its final half hour .
1763	Do n't let your festive spirit go this far .
1764	Though the book runs only about 300 pages , it is so densely packed ... that even an ambitious adaptation and elaborate production like Mr. Schepisi 's seems skimpy and unclear .
1765	Hey , at least the title of this film lets you know exactly where it 's heading .
1766	Intended to be a comedy about relationships , this wretched work falls flat in just about every conceivable area .
1767	Sensitive though not quite revelatory documentary .
1768	Director Brian Levant , who never strays far from his sitcom roots , skates blithely from one implausible situation to another , pausing only to tie up loose ends with more bows than you 'll find on a French poodle .
1769	... perhaps the heaviest , most joyless movie ever made about giant dragons taking over the world .
1770	Suggests puns about ingredients and soup and somebody being off their noodle , but let 's just say the ingredients do n't quite add up to a meal .
1771	I 'd give real money to see the perpetrators of Chicago torn apart by dingoes .
1772	Movies like this are selling the old European candor , the old wink of ` bold ' revelation .
1773	But in 2002 , such revelations wilt .
1774	The timing in nearly every scene seems a half beat off .
1775	A fairly by-the-books blend of action and romance with sprinklings of intentional and unintentional comedy .
1776	Flounders due to the general sense that no two people working on the production had exactly the same thing in mind .
1777	Even if you feel like you 've seen this movie a thousand times before , it is kind of enjoyable thanks mainly to Belushi 's easy-going likableness .
1778	The story bogs down in a mess of purposeless violence .
1779	Despite some gulps the film is a fuzzy huggy .
1780	McKay deflates his piece of puffery with a sour cliche and heavy doses of mean-spiritedness
1781	A recipe for cinematic disaster ... part Quentin Tarantino , part Guy Ritchie , and part 1960s spy spoof , it 's all bad .
1782	The cumulative effect of the relentless horror on parade numbs the movie 's power as a work of drama .
1783	Another big , dumb action movie in the vein of XXX , The Transporter is riddled with plot holes big enough for its titular hero to drive his sleek black BMW through .
1784	Aaliyah rarely dampens her diva persona enough to spark genuine chemistry with Townsend .
1785	When she speaks , her creepy Egyptian demigod voice is as computer processed and overproduced as it was in her music .
1786	Outrageousness is all Plympton seemed to be going for this time .
1787	We miss the quirky amazement that used to come along for an integral part of the ride .
1788	Much of what is meant to be ` inspirational ' and ` uplifting ' is simply distasteful to audiences not already sharing ( the movie 's ) mindset .
1789	Well before it 's over , Beijing Bicycle begins spinning its wheels .
1790	Home Alone goes Hollywood , a funny premise until the kids start pulling off stunts not even Steven Spielberg would know how to do .
1791	Besides , real movie producers are n't this nice .
1792	( Nelson 's ) movie about morally compromised figures leaves viewers feeling compromised , unable to find their way out of the fog and the ashes .
1793	Passion , lip-synching , tragedy , and lots of really really high notes .
1794	For me , this opera is n't a favorite , so it 's a long time before the fat lady sings .
1795	Looks like a high school film project completed the day before it was due .
1796	Truth to tell , if you 've seen more than half-a-dozen horror films , there 's nothing here you have n't seen before .
1797	Abandons all pretense of creating historical context and waltzes off into a hectic soap about the ups and downs of the heavy breathing between the two artists .
1798	Even die-hard fans of Japanese animation ... will find this one a challenge .
1799	Filmmakers have to dig deep to sink this low .
1800	Fortunately for all involved , this movie is likely to disappear as quickly as an ice cube thrown into a pot of boiling water .
1801	The movie gets muted and routine .
1802	The issue of faith is not explored very deeply
1803	The situations and jokes are as predictable and as lowbrow as the endless pratfalls the boys take in their high heels .
1804	It 's frustrating to see these guys -- who are obviously pretty clever -- waste their talent on parodies of things they probably thought were funniest when they were high .
1805	I was perplexed to watch it unfold with an astonishing lack of passion or uniqueness .
1806	K-19 may not hold a lot of water as a submarine epic , but it holds even less when it turns into an elegiacally soggy Saving Private Ryanovich .
1807	A very stylish but ultimately extremely silly tale ... a slick piece of nonsense but nothing more .
1808	Automatically pegs itself for the straight-to-video sci-fi rental shelf .
1809	The film is like a series of beginnings and middles that never take off .
1810	Feels less like it 's about teenagers , than it was written by teenagers .
1811	Ja Rule and Kurupt should have gotten to rap .
1812	It would have benefitted the dialogue .
1813	A standard haunted house tale transplanted to the high seas .
1814	Elicits more groans from the audience than Jar Jar Binks , Scrappy Doo and Scooby Dumb , all wrapped up into one .
1815	It 's badly acted , blandly directed , and could have been scripted by someone who just graduated from elementary school .
1816	In the end , White Oleander is n't an adaptation of a novel .
1817	It 's a flashy , star-splashed reduction .
1818	This film , starring Anthony Hopkins and Chris Rock , is your typical ` fish out of water ' story .
1819	You 've seen them a million times .
1820	Just one problem : Fish out of water usually die .
1821	This one does .
1822	The angst-ridden , affluent slacker characters are more grating than engaging .
1823	A soggy , shapeless mess ... just a dumb excuse for a waterlogged equivalent of a haunted-house movie .
1824	Men in Black II has sequel-itis something fierce .
1825	An ungainly , comedy-deficient , B-movie rush job ...
1826	A combination of standard , stiff TV-style animation and snazzy-looking digital effects that do little to disguise the fact that the characters barely move .
1827	An unsatisfying hybrid of Blair Witch and typical stalk-and-slash fare , where the most conservative protagonist is always the last one living .
1828	Say this for the soundtrack , it drowns out the lousy dialogue .
1829	After seeing SWEPT AWAY , I feel sorry for Madonna .
1830	Instead of kicking off the intrigue and suspense and mystery of the whole thing , Hart 's War , like the St. Louis Rams in the Super Bowl , waits until after halftime to get started .
1831	A gob of drivel so sickly sweet , even the eager consumers of Moore 's pasteurized ditties will retch it up like rancid crème brûlée .
1832	Maudlin and melodramatic we expected .
1833	Boring we did n't .
1834	Never quite transcends jokester status ... and the punchline does n't live up to Barry 's dead-eyed , perfectly chilled delivery .
1835	The film 's bathos often overwhelms what could have been a more multifaceted look at this interesting time and place .
1836	It almost plays like Solaris , but with guns and jokes .
1837	A baffling misfire , and possibly the weakest movie ( Woody Allen ) has made in the last twenty years .
1838	It wo n't be long before you 'll spy I Spy at a video store near you .
1839	This film looks like it was produced in 1954 , shelved for 48 years , and repackaged for a 2002 audience .
1840	Propelled not by characters but by caricatures .
1841	There is not an ounce of honesty in the entire production .
1842	This extremely unfunny film clocks in at 80 minutes , but feels twice as long .
1843	Earnest but earthbound ... a slow , soggy , soporific , visually dank crime melodrama\/character study that would be more at home on the small screen but for its stellar cast .
1844	The pivotal narrative point is so ripe the film ca n't help but go soft and stinky .
1845	For all its alleged youthful fire , XXX is no less subservient to Bond 's tired formula of guns , girls and gadgets while brandishing a new action hero .
1846	A predictable and stereotypical little B-movie .
1847	If I Spy were funny ( enough ) or exciting ( enough ) then it would be fairly simple to forgive the financial extortion it 's trying to reap from the moviegoing public .
1848	Frustratingly , Dridi tells us nothing about El Gallo other than what emerges through his music .
1849	Places a slightly believable love triangle in a difficult-to-swallow setting , and then disappointingly moves the story into the realm of an improbable thriller .
1850	A very average science fiction film .
1851	Undone by its overly complicated and derivative screenplay , the glacier-paced direction and the stereotypical characters .
1852	How anyone over the age of 2 can stomach the touchy-feely message this preachy produce promotes is beyond us .
1853	The sort of movie that gives tastelessness a bad rap .
1854	The cold and dreary weather is a perfect metaphor for the movie itself , which contains few laughs and not much drama .
1855	The plot is straight off the shelf , the performances are television - caliber and the message of providing solace through deception is a little creepy .
1856	ordinary melodrama that is heavy on religious symbols but wafer-thin on dramatic substance
1857	A whimsical if predictable time-travel fable marred by a willful single-mindedness .
1858	Those who managed to avoid the Deconstructionist theorizing of French philosopher Jacques Derrida in college can now take an 85-minute brush-up course with the documentary Derrida .
1859	Or , you can do something fun tonight .
1860	Jolie 's performance vanishes somewhere between her hair and her lips .
1861	As with too many studio pics , plot mechanics get in the way of what should be the lighter-than-air adventure .
1862	Static , repetitive , muddy and blurry , Hey Arnold !
1863	would seem to have a lock on the title of ugliest movie of the year .
1864	For all of the contemporary post-colonialist consciousness that Kapur tries to bring to The Four Feathers , the oddest thing about the movie is how it winds up affirming the same damn moldy values the material has always held dear .
1865	When it comes to entertainment , children deserve better than Pokemon 4Ever .
1866	What The Four Feathers lacks is genuine sweep or feeling or even a character worth caring about .
1867	While Benigni ( who stars and co-wrote ) seems to be having a wonderful time , he might be alone in that .
1868	Yes , 4Ever is harmless in the extreme and it 'll mute your kids for nearly 80 minutes , but why not just treat the little yard apes to the real deal and take them to Spirited Away ?
1869	Preposterous and tedious , Sonny is spiked with unintentional laughter that , unfortunately , occurs too infrequently to make the film even a guilty pleasure .
1870	Calling this movie brainless would be paying it a compliment : it 's more like entertainment for trolls .
1871	None of these characters resembles anyone you 've ever met in real life , unless you happen to know annoyingly self-involved people who speak in glib sentences that could have only come from the pen of a screenwriter .
1872	... just a big mess of a movie , full of images and events , but no tension or surprise .
1873	As elegantly crafted as it often is , Anderson 's movie is essentially a one-trick pony that , hampered by an undeveloped script , ultimately pulls up lame .
1874	Splashes its drama all over the screen , subjecting its audience and characters to action that feels not only manufactured , but also so false you can see the filmmakers ' puppet strings .
1875	... has virtually no script at all ...
1876	Will only satisfy those who ca n't tell the difference between the good , the bad and the ugly .
1877	This kind of dark comedy requires a delicate , surgical touch .
1878	But director Danny DeVito and screenwriter Adam Resnick ( remember Cabin Boy ? )
1879	just pound away .
1880	At times , however , Dogtown and Z-Boys lapses into an insider 's lingo and mindset that the uninitiated may find hard to follow , or care about .
1881	Rather quickly , the film falls into a soothing formula of brotherly conflict and reconciliation .
1882	Screenwriters Scott Abbott and Michael Petroni have turned Rice 's complex Akasha into a cartoon monster .
1883	The writers , director Wally Wolodarsky , and all the actors should start their own coeducational fraternity : Kappa Rho Alpha Phi .
1884	Bad beyond belief and ridiculous beyond description .
1885	The new faces are interesting , but the old story is n't , especially when it starts to seem more improvised than scripted .
1886	Most of the action setups are incoherent .
1887	Liman , of Swingers and Go , makes his big-budget action film debut something of a clunker as he delivers a long , low-heat chase , interrupted by a middling car chase .
1888	... surprisingly inert for a movie in which the main character travels back and forth between epochs .
1889	The problem is n't that the movie hits so close to home so much as that it hits close to home while engaging in such silliness as that snake-down-the-throat business and the inevitable shot of Schwarzenegger outrunning a fireball .
1890	Dreary , highly annoying ... ` Some Body ' will appeal to No One .
1891	There 's something deeply creepy about Never Again , a new arrow in Schaeffer 's quiver of ineptitudes .
1892	The problem with concept films is that if the concept is a poor one , there 's no saving the movie .
1893	Sorry , Charlie
1894	A painfully leaden film destined for pre-dawn cable television slots .
1895	Blessed with immense physical prowess he may well be , but Ahola is simply not an actor .
1896	And in truth , cruel as it may sound , he makes Arnold Schwarzenegger look like Spencer Tracy .
1897	The cartoon that is n't really good enough to be on afternoon TV is now a movie that is n't really good enough to be in theaters .
1898	Shocking only in that it reveals the filmmaker 's bottomless pit of self-absorption .
1899	This pep-talk for faith , hope and charity does little to offend , but if saccharine earnestness were a crime , the film 's producers would be in the clink for life .
1900	All ends well , sort of , but the frenzied comic moments never click .
1901	If this is the Danish idea of a good time , prospective tourists might want to consider a different destination -- some jolly country embroiled in a bloody civil war , perhaps .
1902	Formula 51 is so trite that even Yu 's high-energy action stylings ca n't break through the stupor .
1903	Only a few minutes elapse before the daddy of all slashers arrives , still with the boiler suit and white mask , which look remarkably clean for a guy who has been mass-murdering since 1978 but has never been seen doing laundry .
1904	When the painted backdrops in a movie are more alive than its characters , you know you 're in trouble .
1905	( Two ) fairly dull -- contrasting and interlocking stories about miserable Scandinavian settlers in 18th-century Canada , and yuppie sailboaters in the here and now .
1906	The film is really not so much bad as bland .
1907	The central story lacks punch .
1908	Though Ganesh is successful in a midlevel sort of way , there 's nothing so striking or fascinating or metaphorically significant about his career as to rate two hours of our attention .
1909	This may be the dumbest , sketchiest movie on record about an aspiring writer 's coming-of-age .
1910	Succumbs to the same kind of maudlin , sentimental mysticism that mars the Touched by an Angel school of non-God spiritual-uplift movies .
1911	A harmless and mildly amusing family comedy .
1912	What was subtle and mystifying in the novella is now broad and farcical .
1913	The kids often appear to be reading the lines and are incapable of conveying any emotion .
1914	`` Men in Black II , '' has all the earmarks of a sequel .
1915	The story is less vibrant , the jokes are a little lukewarm , but will anyone really care ?
1916	Sucking all the ` classic ' out of Robert Louis Stevenson 's Treasure Island and filling the void with sci-fi video game graphics and Disney-fied adolescent angst ...
1917	This 72-minute film does have some exciting scenes , but it 's a tad slow .
1918	While Super Troopers is above Academy standards , its quintet of writers could still use some more schooling .
1919	A mix of velocity and idiocy , this ruinous remake lacks the brawn -- and the brains -- of the 1970s original .
1920	The low-budget Full Frontal was one of the year 's murkiest , intentionally obscure and self-indulgent pictures , and Solaris is its big-budget brother .
1921	The plot is very clever , but Boyd weighs it down with too many characters and events , all intertwined and far too complicated to keep track of .
1922	The film seems all but destined to pop up on a television screen in the background of a scene in a future Quentin Tarantino picture
1923	A free-for-all of half-baked thoughts , clumsily used visual tricks and self-indulgent actor moments .
1924	Apallingly absurd ... the chemistry or lack thereof between Newton and Wahlberg could turn an Imax theater into a 9 '' black and white portable TV .
1925	A well acted and well intentioned snoozer .
1926	The smug , oily demeanor that Donovan adopts throughout the stupidly named Pipe Dream is just repulsive .
1927	Must-see viewing for anyone involved in the high-tech industry .
1928	Others may find it migraine-inducing , despite Moore 's attempts at whimsy and spoon feeding .
1929	Despite its good nature and some genuinely funny moments , Super Troopers suffers from a bad case of arrested development .
1930	It 's hard not to feel you 've just watched a feature-length video game with some really heavy back story .
1931	I watched the brainless insanity of No Such Thing with mounting disbelief .
1932	This limp gender-bender-baller from a first-time director and rookie screenwriter steals wholesale from that 1982 's Tootsie , forgetting only to retain a single laugh .
1933	Kwan makes the mix-and - match metaphors intriguing , while lulling us into torpor with his cultivated allergy to action .
1934	While obviously an extremely personal work , it remains inextricably stuck in an emotionally unavailable rut .
1935	Any movie this boring should be required to have ushers in the theater that hand you a cup of coffee every few minutes .
1936	Like a marathon runner trying to finish a race , you need a constant influx of liquid just to get through it .
1937	I loved looking at this movie .
1938	I just did n't care as much for the story .
1939	Has all the poignancy of a Hallmark card and all the comedy of a Gallagher stand-up act .
1940	It does n't do the original any particular dishonor , but neither does it exude any charm or personality .
1941	fear dot com is so rambling and disconnected it never builds any suspense .
1942	A gorgeous , somnolent show that is splendidly mummified and thoroughly unsurprising .
1943	It feels like a community theater production of a great Broadway play : Even at its best , it will never hold a candle to the original .
1944	The film apparently takes place in a fantasy world where people in hotel hallways recite poetry in voice-over instead of speaking to each other .
1945	The element of surprise might be the only thing Femme Fatale has going for it .
1946	It 's the kind of movie you ca n't quite recommend because it is all windup and not much of a pitch , yet you ca n't bring yourself to dislike it .
1947	Maybe it 's asking too much , but if a movie is truly going to inspire me , I want a little more than this .
1948	A graceless , witless attempt at mating Some Like It Hot with the WWII espionage thriller .
1949	The story and characters are nowhere near gripping enough .
1950	Based on a David Leavitt story , the film shares that writer 's usual blend of observant cleverness , too-facile coincidence and slightly noxious preciousness .
1951	Just like every other Seagal movie , only louder and without that silly ponytail .
1952	To enjoy this movie 's sharp dialogue and delightful performance by Jolie and Burns , you have to gloss over the no sense ending .
1953	National Lampoon 's Van Wilder could be the worst thing to come out of National Lampoon since Class Reunion
1954	This is a great subject for a movie , but Hollywood has squandered the opportunity , using it as a prop for warmed-over melodrama and the kind of choreographed mayhem that director John Woo has built his career on .
1955	Ecks this one off your must-see list .
1956	Overall , the film misses the brilliance of Jelinek 's novel by some way .
1957	It settles for being merely grim .
1958	The Irwins emerge unscathed , but the fictional footage is unconvincing and criminally badly acted .
1959	It 's not thirsty , consuming passion which drives this movie .
1960	No , it 's the repetition of said behavior , and so Children of the Century is more mindless love than mad , more grating and boring than anything else .
1961	Just because it really happened to you , honey , does n't mean that it 's interesting to anyone else .
1962	Just like the deli sandwich : lots of ham , lots of cheese , with a sickly sweet coating to disguise its excrescence until just after ( or during ) consumption of its second half .
1963	Every so often a movie comes along that confirms one 's worse fears about civilization as we know it .
1964	The New Guy is one of them .
1965	This is n't a `` Friday '' worth waiting for .
1966	Everything that 's worthwhile about Collision Course can already be seen on television .
1967	If this movie belonged to a sorority , it would be called Beta Alpha Delta .
1968	Not a cheap slasher flick , as the subject matter would suggest , but is a little like a nature film , showing a patient predator and his foolish prey .
1969	Uneasy mishmash of styles and genres .
1970	Herzog is obviously looking for a moral to his fable , but the notion that a strong , unified showing among Germany and Eastern European Jews might have changed 20th-Century history is undermined by Ahola 's inadequate performance .
1971	All in all , there 's only one thing to root for : expulsion for everyone .
1972	Beyond a handful of mildly amusing lines ... there just is n't much to laugh at .
1973	Secret Ballot is too contemplative to be really funny .
1974	The film 's center will not hold .
1975	Myers never knows when to let a gag die ; thus , we 're subjected to one mind-numbingly lengthy riff on poo and pee jokes after another .
1976	Too lazy to take advantage of its semi-humorous premise .
1977	A great ending does n't make up for a weak movie , and Crazy as Hell does n't even have a great ending .
1978	Dialogue-heavy and too cerebral for its own good -- or , at any rate , too cerebral for its racy subject matter .
1979	Its over-reliance on genre conventions , character types and formulaic conflict resolutions crushes all the goodwill it otherwise develops .
1980	As an actor , The Rock is aptly named .
1981	A mostly tired retread of several other mob tales .
1982	I wish I could say `` Thank God It 's Friday '' , but the truth of the matter is I was glad when it was over .
1983	Nothing about it fits .
1984	As it abruptly crosscuts among the five friends , it fails to lend the characters ' individual stories enough dramatic resonance to make us care about them .
1985	Somehow we 're meant to buy that this doting mother would shun her kids , travel to one of the most dangerous parts of the world , don fatigues and become G.I. Jane .
1986	The cast is so low-wattage that none of the characters comes off as big ... and the setting remains indistinct .
1987	Consider the title 's clunk-on-the-head that suggests the overtime someone put in to come up with an irritatingly unimaginative retread concept .
1988	The movie quickly drags on becoming boring and predictable .
1989	I tried to read the time on my watch .
1990	The film makes a tragic error by going on for too long , trying to mirror every subsequent event in Chinese history : war , revolution , Communism , etc. .
1991	Johnson has , in his first film , set himself a task he is not nearly up to .
1992	Ultimately the project comes across as clinical , detached , uninvolving , possibly prompting audience members to wonder , ` What 's the point ? '
1993	The two leads are almost good enough to camouflage the dopey plot , but so much naturalistic small talk , delivered in almost muffled exchanges , eventually has a lulling effect .
1994	The film meant well in its horse tale about freedom , but was n't able to reach the heart because it was too overbearing .
1995	The movie is as far as you can get from racy , to the point where it almost stops the blood flow to your brain ; it has a dull , costumey feel .
1996	Once the audience figure out what 's being said , the filmmaker 's relative passivity will make it tough for them to really care .
1997	There 's nothing provocative about this film save for the ways in which it studiously avoids provoking thought .
1998	It seems just a long , convoluted ploy to get men into drag -- period drag , no less .
1999	The premise for this kegger comedy probably sounded brilliant four six-packs and a pitcher of margaritas in , but the film must have been written ... in the thrall of a vicious hangover .
2000	Even by dumb action-movie standards , Ballistic : Ecks vs. Sever is a dumb action movie .
2001	The film equivalent of a toy chest whose contents get scattered over the course of 80 minutes .
2002	Just a bloody mess .
2003	Creepy but ultimately unsatisfying thriller .
2004	You would be better off investing in the worthy EMI recording that serves as the soundtrack , or the home video of the 1992 Malfitano-Domingo production .
2005	Has something to say ... but it is a statement and issue worthy of a much more thoughtfulness and insight than a melodramatic and wholly predictable thriller .
2006	Bears is bad .
2007	Not ` terrible filmmaking ' bad , but more like , ' I once had a nightmare like this , and it 's now coming true ' bad .
2008	As is most commonly case with projects such noble and lofty ambitions , the film is less poetic than simply pretentious .
2009	George , hire a real director and good writers for the next installment , please .
2010	For a film about two mismatched buddies , Crystal and De Niro share little screen time and even less chemistry .
2011	However clever Nelson has been in providing variation within the confines of her structure and staging , the question remains whether this should , indeed , have been presented as a theatrical release .
2012	Extreme Oops - oops , ops , no matter how you spell it , it 's still a mistake to go see it .
2013	What could and should have been biting and droll is instead a tepid waste of time and talent .
2014	What will , most likely , turn out to be the most repellent movie of 2002 .
2015	... too dull to enjoy .
2016	A morality tale whose thought-provoking potential is hampered by a made-for-TV look , rigid performances and an asinine ` twist ' that brazenly rips off The Sixth Sense .
2017	Here 's a self-congratulatory 3D IMAX rah-rah .
2018	Eastwood is an icon of moviemaking , one of the best actors , directors and producers around , responsible for some excellent work .
2019	But even a hero can stumble sometimes .
2020	A sophomoric exploration of ` life problems ' most people solved long ago -- or at least got tired of hearing people kvetch about .
2021	It 's all very cute , though not terribly funny if you 're more than six years old .
2022	The impact of the Armenian genocide is diluted by too much stage business in the modern day .
2023	Going to the website may be just as fun ( and scary ) as going to the film .
2024	Lacking gravitas , MacDowell is a placeholder for grief , and ergo this sloppy drama is an empty vessel .
2025	Leave these Flowers unpicked -- they 're dead on the vine .
2026	Admirable , certainly , but not much fun to watch .
2027	For Caine Lovers only .
2028	A shambles of a movie -- visually unattractive , unbearably loud and utterly silly ... its hilarity is completely unintentional .
2029	De Niro may enjoy the same free ride from critics afforded to Clint Eastwood in the lazy Bloodwork .
2030	But like Bruce Springsteen 's gone-to-pot Asbury Park , New Jersey , this sad-sack waste of a movie is a City of ruins .
2031	No , it 's not nearly as good as any of its influences .
2032	A reasonably efficient mechanism , but it offers few surprises and finds its stars slumming in territory they should have avoided .
2033	The rest of the plot is impossible to explain without blowing whatever tension there is , although it 's more comedy than suspense De Palma creates .
2034	Human Nature talks the talk , but it fails to walk the silly walk that distinguishes the merely quirky from the surreal .
2035	City by the Sea is the cinematic equivalent of defensive driving : It 's careful , conscientious and makes no major mistakes .
2036	But what saves lives on the freeway does not necessarily make for persuasive viewing .
2037	The Marquis de Sade could n't have been as dull a person as this film makes him out to be .
2038	What could have been a neat little story about believing in yourself is swamped by heavy-handed melodrama .
2039	The cast is uniformly excellent ... but the film itself is merely mildly charming .
2040	Drives for the same kind of bittersweet , conciliatory tone that Three Seasons achieved but loses its way in rhetorical excess and blatant sentimentality .
2041	A bigger holiday downer than your end-of-year 401 ( k ) statement .
2042	The whole thing plays out with the drowsy heaviness of synchronized swimmer wearing a wool wetsuit .
2043	Fairly successful at faking some pretty cool stunts but a complete failure at trying to create some pretty cool characters .
2044	And forget about any attempt at a plot !
2045	It will probably prove interesting to Ram Dass fans , but to others it may feel like a parody of the mellow , peace-and-love side of the '60s counterculture .
2046	Take away all the cliches and the carbon copy scenes from every drug movie we 've seen and all you have left are John Leguizamo 's cool jackets .
2047	It 's so full of wrong choices that all you can do is shake your head in disbelief -- and worry about what classic Oliver Parker intends to mangle next time .
2048	Showtime is closer to Slowtime .
2049	It may be an easy swipe to take , but this Barbershop just does n't make the cut .
2050	The Weight of Water uses water as a metaphor for subconscious desire , but this leaky script barely stays afloat .
2051	` How many more voyages can this limping but dearly-loved franchise survive ? '
2052	Despite a blue-chip cast and a provocative title , writer-director Peter Mattei 's first feature microwaves dull leftover romantic motifs basted in faux-contemporary gravy .
2053	Fans of the TV series will be disappointed , and everyone else will be slightly bored .
2054	The only element of suspense is whether the movie will change titles or distributors again before the closing credits roll .
2055	Barely goes beyond comic book status .
2056	It 's disappointing when filmmakers throw a few big-name actors and cameos at a hokey script .
2057	I Spy is an embarrassment , a monotonous , disjointed jumble of borrowed plot points and situations .
2058	It 's as flat as an open can of pop left sitting in the sun .
2059	An eccentric little comic\/thriller deeply in love with its own quirky personality .
2060	Afraid to pitch into farce , yet only half-hearted in its spy mechanics , All the Queen 's Men is finally just one long drag .
2061	Maybe it 's the star power of the cast or the redundant messages , but something aboul `` Full Frontal '' seems , well , contrived .
2062	( Morgan ) , Judd and Franklin ca n't save the script , rooted in a novel by Joseph Finder , from some opportunism .
2063	Passably entertaining but also mechanical and joyless .
2064	Safe Conduct , however ambitious and well-intentioned , fails to hit the entertainment bull 's - eye .
2065	My response to the film is best described as lukewarm .
2066	Maybe I found the proceedings a little bit too conventional .
2067	Too timid to bring a sense of closure to an ugly chapter of the twentieth century .
2068	It 's push-the-limits teen comedy , the type written by people who ca n't come up with legitimate funny , and it 's used so extensively that good bits are hopelessly overshadowed .
2069	It 's too long , too repetitive , and takes way too many years to resolve to be a total winner .
2070	A sudsy cautionary tale .
2071	A movie that tries to fuse the two ` woods ' but winds up a Bolly-Holly masala mess .
2072	Mr. Wedge and Mr. Saldanha handle the mix of verbal jokes and slapstick well .
2073	Their film falters , however , in its adherence to the Disney philosophy of required poignancy , a salute that I 'd hoped the movie would avoid .
2074	Leaves you with a knot in your stomach , its power is undercut by its own head-banging obviousness .
2075	Watching it is rather like an overlong visit from a large group of your relatives .
2076	As your relatives swap one mundane story after another , you begin to wonder if they are ever going to depart .
2077	Unfortunately , as a writer , Mr. Montias is n't nearly as good to his crew as he is as a director or actor .
2078	On the right track to something that 's creepy and effective ... It 's just going to take more than a man in a Bullwinkle costume to get there .
2079	The only thing that could possibly make them less interesting than they already are is for them to get full montied into a scrappy , jovial team .
2080	One of those movies where you walk out of the theater not feeling cheated exactly , but feeling pandered to , which , in the end , might be all the more infuriating .
2081	... this movie has a glossy coat of action movie excess while remaining heartless at its core .
2082	Murder By Numbers is like a couple of mediocre TV-movie - of-the-week films clumsily stuck together .
